법령용어,비고내용,등록일시
외국인투자허용비율,,2024-08-27
국가안보위해,,2024-08-27
분리매각,,2024-08-27
살수차류,,2024-08-27
카고크레인류,,2024-08-27
고소작업자동차류,,2024-08-27
적외선카메라,,2024-08-28
기초생활수급자,,2024-08-28
산림병해충발생선단지,,2024-09-03
병해충방제법인,,2024-09-03
보훈문화정책관,,2024-01-30
산입,,2024-02-19
기후정책과장,,2024-03-07
기후예측과장,,2024-03-07
해양기상과장,,2024-03-07
기후변화감시과장,,2024-03-07
수문기상팀장,,2024-03-07
기후분석,,2024-03-07
예보과장,,2024-03-07
관측과장,,2024-03-07
기후서비스과장,,2024-03-07
관측예보과장,,2024-03-07
기회발전특구,,2024-03-07
종전사업용부동산,,2024-03-07
출입국관리행정,,2024-03-15
중증장애인공무원,,2024-03-15
구매,,2024-04-01
감량비율,,2024-04-01
최종처분량,,2024-04-01
마이크로데이터,,2024-04-04
친환경선박,,2024-04-17
일자리연계형,,2024-04-26
청년특화주택,,2024-04-26
안전예방정책실,,2024-05-10
재난안전데이터,,2024-05-10
우정기술,,2024-05-23
채무보증제한기업집단,,2024-05-31
우주안보,,2024-05-31
보안지침,,2024-05-31
국가우주안보센터,,2024-05-31
국가위성운영센터,,2024-05-31
통신망구성도,,2024-05-31
개인정보보호조치,,2024-05-31
일반귀화허가,,2024-05-31
국민총소득,,2024-05-31
부동산임대차계약서,,2024-05-31
간이귀화허가,,2024-05-31
취업예정사실증명서,,2024-05-31
양부,양자가 됨으로써 생긴 아버지.,2024-05-31
양모,,2024-05-31
인력공급회사,,2024-05-31
문화유산보호활동,,2024-06-04
문화유산매매업자,,2024-06-04
지역숲길센터,,2024-06-05
공급센터,,2024-06-05
생산대행,,2024-06-05
가능지역,,2024-06-10
기,,2024-06-10
시작시간,,2024-06-10
대리참석,,2024-06-10
통합돌봄,,2024-06-11
차액지원,,2024-06-11
사업예정부지,,2024-06-11
차액지급,,2024-06-11
산업여건,,2024-06-11
경관심의,,2024-06-11
저작권등록신청서,,2024-06-11
프로그램등록신청서,,2024-06-11
저작권등록신청명세서,,2024-06-11
데이터베이스제작자권리,,2024-06-11
변동등록신청명세서,,2024-06-11
공동저작자,,2024-06-11
공동저작인접권자,,2024-06-11
공동데이터베이스제작자,,2024-06-11
공동등록권리자,,2024-06-11
공동등록의무자,,2024-06-11
저작인접물,,2024-06-11
태양에너지발전설비,,2024-06-11
간이처리시설,,2024-06-11
탐사시설,,2024-06-11
목초,,2024-06-11
무선전기통신,,2024-06-11
해상교통서비스,,2024-06-13
재생에너지발전사업자,,2024-06-13
방전량,,2024-06-13
연장보육반,,2024-07-01
유지관리결과보고서,,2024-07-19
소규모취약시설,,2024-07-19
유전정보폐기신청서,,2024-07-19
후견인지정서,,2024-07-19
위해성경찰장비,,2024-08-01
경찰착용기록장치,,2024-08-01
사람의생명이나신체에위해를끼칠수있는경찰장비,,2024-08-01
보육활동보호,,2024-08-09
보육활동보호위원회,,2024-08-09
마약중독예방교육,,2024-08-09
시도보육활동보호위원회,,2024-08-09
성장추세,,2024-08-09
특정부문,,2024-08-09
생활권별,,2024-08-09
경찰공무원경력경쟁채용시험,,2024-08-16
면접시험합격자,,2024-08-16
시험실시일,,2024-08-16
시험문제작성상,,2024-08-16
부정한자료,,2024-08-16
금지방법,,2024-08-16
관할징계위원회,,2024-08-16
채용비위관련자,,2024-08-16
경찰공무원인사기록카드,,2024-08-16
공무원연금카드,,2024-08-16
학생생활기록부,,2024-08-16
경찰공무원인사기록철,,2024-08-16
민간인신원진술서,,2024-08-16
경찰공무원채용신체검사서,,2024-08-16
개인신용정보에관한조회서,,2024-08-16
행정정보의공동이용,,2024-08-16
취업지원대상자증명서,,2024-08-16
학교생활기록관계서류,,2024-08-16
경찰공무원신규채용시험신체검사기준표,,2024-08-16
사시,,2024-08-16
교통안전교육강사자격교육,,2024-08-16
관리인원,,2024-08-27
사업자,,2024-08-27
가상자산거래내역,,2024-08-27
집적된정보통신시설임차사업자,,2024-08-27
가상자산보유,,2024-08-27
광고성정보전송행위,,2024-08-27
청소년보호책임자지정의무자,,2024-08-27
이수예정자,,2024-08-30
신용정보관리보호인,,2024-08-30
감호소,,2024-09-05
소명요구,,2024-04-22
유엔안보리,,2024-04-22
비상임이사국,,2024-04-22
국방문화,,2024-04-26
동북아국가,,2024-04-26
북핵ㆍ대량살상무기,,2024-04-26
전시근로소집동원,,2024-04-26
물자동원,,2024-04-26
외교관후보자선발시험,,2024-05-10
복무중,,2024-05-10
단기복무자,,2024-05-10
공익사업시행지구밖,,2024-05-10
대체성,,2024-05-13
회수시기,,2024-05-13
제공지역,,2024-05-13
전파천문업무,,2024-05-13
간이무선국용,,2024-05-13
이동국,,2024-05-13
육상이동국용,,2024-05-13
이동체,,2024-05-13
일반지구국,,2024-05-13
전파형식,,2024-05-13
육상국,,2024-05-13
기지국,,2024-05-13
이동중계국,,2024-05-13
휴대인터넷,,2024-05-13
무선데이터통신,,2024-05-13
서비스제공지역,,2024-05-13
주파수공용통신,,2024-05-13
무선호출,,2024-05-13
위성방송보조국,,2024-05-13
지상파방송보조국,,2024-05-13
사업양도양수계약서,,2024-05-13
법인합병계약서,,2024-05-13
대조검사,,2024-05-13
정기검사수수료,,2024-05-13
표본추출비율,,2024-05-13
불합격률,,2024-05-13
수시검사수수료,,2024-05-13
무선국검사관,,2024-05-13
국가유산실측설계업자,,2024-05-21
한국과학기술연구원,,2024-05-21
회수계획보고서,,2024-05-21
회수종료보고서,,2024-05-21
긴급차단밸브,,2024-05-21
누설점검장치,,2024-05-21
화재탐지설비,,2024-05-21
탱크시험합격확인증,,2024-05-21
탱크시험성적서,,2024-05-21
탱크검사합격확인증,,2024-05-21
완공검사업무대장,,2024-05-21
장비보유명세서,,2024-05-21
위험물안전관리대행기관지정서,,2024-05-21
위험물안전관리대행기관,,2024-05-21
보수이력,,2024-05-21
해양조사ㆍ정보업,,2024-05-21
용역사업비,,2024-05-21
기술평가기준,,2024-05-21
도로국,,2024-06-05
통행경로,,2024-06-05
기납대가,,2024-06-07
열관리,,2024-06-07
원가명세서,,2024-06-07
원가추정명세서,,2024-06-07
통합발전소사업,,2024-06-14
전기저장장치,,2024-06-14
무형유산위원회,,2024-06-14
비문화유산,,2024-06-19
문화유산감정대장,,2024-06-19
문화유산관리학,,2024-06-19
문화유산매매장부,,2024-06-19
학교문화유산교육,,2024-06-19
개인투자용국채,,2024-06-24
토지등양도차익명세서,,2024-06-24
급식관리기준,,2024-06-28
차량안전관리,,2024-06-28
구매조달,,2024-07-01
인사발령서,,2024-07-04
원천공제기간,,2024-07-04
체납사실증명서,,2024-07-04
제2차납부의무자,,2024-07-04
우수영업소,,2024-07-04
민간배출시설,,2024-07-11
제2종사업장,,2024-07-11
제1종사업장,,2024-07-11
경제적보상,,2024-07-19
응급의료조사통계사업,,2024-08-06
통계사업,,2024-08-06
돈봉투,,2024-08-06
위탁관리결정,,2024-08-06
직무상의행위,,2024-08-06
의례적인선물,,2024-08-06
친목회,,2024-08-06
구호적자선적행위,,2024-08-06
경제운전교육센터,,2024-08-06
항공관련업무,,2024-08-16
수행단체,,2024-08-16
정보보호현황,,2024-08-27
융합형정보보호기술,,2024-08-27
정보보호전문서비스기업지정신청서,,2024-08-27
우수정보보호기술,,2024-08-27
주파수대역,,2024-08-30
입원진료비용,,2024-08-30
입원진료일수,,2024-08-30
외래진료일수,,2024-08-30
연소득,,2024-08-30
양육책임이행관련심의청구서,,2024-09-02
계비속,,2024-09-02
후보자,,2024-09-02
국내연락수단,,2024-09-02
약정조건,,2024-09-02
공공위탁관리,,2024-09-10
지원현항,,2024-09-10
경매현황,,2024-09-10
공매현황,,2024-09-10
제2종전용주거지역,,2024-04-12
제2종일반주거지역,,2024-04-12
자산유동화계획기간,,2024-04-12
대행기한,,2024-04-12
선도,,2024-04-24
긴급연락체계,,2024-04-24
심사종합계획,,2024-04-26
심사품질평가계획,,2024-04-26
사업연도종료일,,2024-04-26
신용보증잔액,,2024-04-26
구상채권발생률,,2024-04-26
구상채권상각충당금조정명세서,,2024-04-26
취소신청사건,,2024-05-03
우선권주장출원,,2024-05-03
미합중국군대,,2024-05-13
면세추천서,,2024-05-13
해외조립생산,,2024-05-13
실용화시험국,,2024-05-13
감사현장,,2024-05-16
일반사무감사결과,,2024-05-16
추가감사,,2024-05-16
자연유산위원회,,2024-05-31
비상주국가유산감리원,,2024-05-31
선임계약서,,2024-06-04
해임통보서,,2024-06-04
문화유산교육,,2024-06-04
청구취하,,2024-06-04
국외소재문화유산재단,,2024-06-05
국외문화유산재단,,2024-06-05
문화유산매매업,,2024-06-05
문화유산돌봄사업,,2024-06-05
중앙문화유산돌봄센터,,2024-06-05
지역문화유산돌봄센터,,2024-06-05
정비사업소,,2024-06-11
인사계획참모처,,2024-06-11
인사근무참모처,,2024-06-11
인사근무,,2024-06-11
교육훈련참모처,,2024-06-11
항공참모처,,2024-06-11
집하시설,,2024-06-24
산촌개발사업,,2024-06-24
산림교육시설,,2024-06-24
목조건축시설,,2024-06-24
국가차원,,2024-07-19
구호금,,2024-07-19
기본재산취득처분허가신청서,,2024-07-19
시설용,,2024-07-26
약용수종류,,2024-07-26
조사료용,,2024-07-26
풍력에너지기반시설용,,2024-07-26
재출연,,2024-07-26
하수종말처리,,2024-07-26
폐수처리,,2024-07-26
방조,높이 밀려드는 조수의 피해를 막음.,2024-07-26
용배수로,,2024-07-26
자연장지시설,,2024-07-26
신도시건설,,2024-07-26
풍력에너지기반시설,,2024-07-26
소아진료기관,,2024-08-06
의료공백방지,,2024-08-06
항행정보시설사무소,,2024-08-06
해양수산주사,,2024-08-06
재무회계업무,,2024-08-06
정보시스템업무,,2024-08-06
특수재난지원업무,,2024-08-06
안전사고조사업무,,2024-08-06
데이터분석업무,,2024-08-06
시설관리업무,,2024-08-06
사례결정위원회,,2024-08-08
재보호조치,,2024-08-08
복합용도계획,,2024-08-08
도시군계획시설입체복합구역,,2024-08-08
영업용고정자산,,2024-08-09
당사회사,,2024-08-09
거래분야,,2024-08-09
의결권없는주식,,2024-08-09
경쟁제한우려상태,,2024-08-09
기업결합당사회사,,2024-08-09
소유지배구조,,2024-08-09
소비자보호활동,,2024-08-09
분쟁조정활동,,2024-08-09
부채액,,2024-08-09
관광개발사업,,2024-08-29
자원안보정잭과장,,2024-08-29
시군구체육회,,2024-09-02
시군구장애인체육회,,2024-09-02
지정갱신신청서,,2024-09-02
보장범위,,2024-09-02
주거약자용주택,,2024-09-05
무연고시신,,2024-09-10
보존근거,,2024-04-22
파기절차,,2024-04-22
개인정보처리,,2024-04-22
출퇴근시간대,,2024-04-22
운수사업용,,2024-04-22
건설기계대여업용,,2024-04-22
후원회지정,,2024-04-24
국제단체,,2024-04-25
문화예술상,,2024-04-25
미술대전,,2024-04-25
품질명장,,2024-04-25
의약품관리지원팀장,,2024-04-26
변경자료,,2024-04-26
비임상자원연구과장,,2024-04-26
산업단지폐기물처리시설설치의무자,,2024-05-03
설치의무미이행자,,2024-05-03
최종처리대상,,2024-05-03
열분해,,2024-05-03
매립량,,2024-05-03
유기성폐기물,,2024-05-03
납입명세서,,2024-05-03
등기과,,2024-05-27
일부부담,,2024-06-04
문화유산지능정보서비스플랫폼,,2024-06-04
풍황계측시설,,2024-06-11
풍력발전시설,,2024-06-11
전기통신송신시설,,2024-06-11
민족정체성,,2024-06-14
무형유산기본계획,,2024-06-14
119감염관리실,,2024-07-04
잠복기,,2024-07-04
투자조건부융자,,2024-07-16
변제약정일,,2024-07-16
대학법인,,2024-07-16
창조경제혁신센터,,2024-07-16
조건부지분전환계약,,2024-07-16
복합용도구역,,2024-08-08
선순위유족,,2024-08-19
생명존중의식,,2024-08-19
평화적통일지향,,2024-08-19
사망을증명할수있는서류,,2024-08-19
외국국적취득을증명할수있는서류,,2024-08-19
보훈의달,,2024-08-19
의전상의예우,,2024-08-19
국가유공자증서수여,,2024-08-19
보상금수급자지정서,,2024-08-19
선순위유족지정서,,2024-08-19
헌법개정공포문,,2024-08-19
시험승진임용예정인원수,,2024-08-19
특별승진임용예정인원수,,2024-08-19
사전실무교육,,2024-08-19
승진임용예정일,,2024-08-19
채용분야,,2024-08-19
입주계약신청,,2024-08-30
데이터전문인력,,2024-09-05
재난안전정보공동이용협의회,,2024-09-05
재난안전정보,,2024-09-05
경보시스템,,2024-09-05
안전성진단,,2024-09-05
재난수습기간,,2024-09-05
응급복구조치상황,,2024-09-05
응급구호조치상황,,2024-09-05
재난원인조사실시계획,,2024-09-05
재난원인조사후속조치이행관리카드,,2024-09-05
대상건축물,,2024-09-10
실물양도,,2024-09-10
일조권,,2024-09-10
매각유예,,2024-09-10
환수금분할납부신청서,,2024-09-10
분할지급신청서,,2024-09-10
수치지도1.0,,2023-11-13
연장근로시간,,2024-02-06
노사협의서,,2024-02-06
조세쟁송,,2024-02-13
조세범,,2024-02-13
인정회계기준,,2024-02-20
인정회계기준,,2024-02-20
중대왜곡방지조정,,2024-02-20
공인회계기준,,2024-02-20
피인수기업,,2024-02-20
합병그룹,,2024-02-20
유럽중앙은행,,2024-02-20
분할사업연도,,2024-02-20
분할그룹,,2024-02-20
화재안전등급,,2024-02-28
혼인관계증명서상,,2024-02-28
정훈실장,,2024-02-29
국가레이더,,2024-03-11
중기정보,,2024-03-11
장기정보,,2024-03-11
기상학적,,2024-03-11
수치예측,,2024-03-11
북서태평양,,2024-03-11
최대풍속,,2024-03-11
발표시각,,2024-03-11
병역자원입영국,,2024-03-13
주례행위,,2024-03-18
청소년활동진흥과장,,2024-04-04
청소년자립지원과장,,2024-04-04
성폭력방지과장,,2024-04-04
디지털성범죄방지과장,,2024-04-04
가정폭력스토킹방지과장,,2024-04-04
폭력예방교육과장,,2024-04-04
지방세과세표준,,2024-04-09
반환비용,,2024-04-24
사본교부기간,,2024-04-24
수입지출내역,,2024-04-24
통장원부,,2024-04-24
발행의뢰인,,2024-04-24
활용내역,,2024-04-24
논농사,,2024-04-30
정리사업,,2024-04-30
간척사업,,2024-04-30
총저수용량,,2024-04-30
매립지등,,2024-04-30
침수피해,,2024-04-30
물류정책관,,2024-04-30
맹견수입신고,,2024-05-16
맹견수입신고서,,2024-05-16
맹견사육허가,,2024-05-16
시굴,,2024-05-23
전문국가유산수리업자,,2024-05-27
인ㆍ허가의제,,2024-06-03
시도,관할 시장이 노선을 인정하고 시비(市費)로 건설ㆍ관리ㆍ유지하는 시내 도로.,2024-06-12
방위사업계약심의위원회,,2024-06-12
방위사업계약실무위원회,,2024-06-12
전력정책분과위원회,,2024-06-12
최초임용,,2024-06-12
발사허가증,,2024-06-12
소요제기서,,2024-06-12
국방정세,,2024-06-12
불요파,,2024-06-12
신속소요,,2024-06-12
신속소요제기서,,2024-06-12
항만종합서비스업,,2024-07-04
안전점검사업,,2024-07-09
전자적형태의승자투표권,,2024-07-09
회원대학,,2024-07-09
소장,장성 계급의 하나. 중장의 아래,2024-07-09
보전등급,,2024-07-09
멸종위기야생동식물,,2024-07-09
